236,4,P_NULL,D,G,STRING,,,
237,0,BOOL_NUM,O,G,NUMBER,,,
237,1,OK,I,G,BOOLEAN,,,
237,2,P_TRUE,D,G,NUMBER,,,
237,3,P_FALSE,D,G,NUMBER,,,
237,4,P_NULL,D,G,NUMBER,,,
238,0,STRING_EXPR,D,G,STRING,1,,
239,0,NUMBER_EXPR,D,G,STRING,1,,
240,0,DATE_EXPR,D,G,STRING,1,,
241,0,BOOLEAN_EXPR,D,G,STRING,1,,
242,0,OBJECT_COLLECTION,O,D,COLLECTION,,,
242,1,P_OBJECT_ID,I,R,OBJECT,,,
242,2,P_CLASS,D,G,STRING,,,
243,0,OBJECT_PARENT,O,R,OBJECT,,,
243,1,P_OBJECT_ID,I,R,OBJECT,,,
243,2,P_CLASS,D,G,STRING,,,
244,0,OBJECT_CLASS_PARENT,O,G,STRING,,,
244,1,P_OBJECT_ID,I,R,OBJECT,,,
244,2,P_CLASS,D,G,STRING,,,
245,0,OBJECT_CLASS_ENTITY,O,G,STRING,,,
245,1,P_OBJECT_ID,I,R,OBJECT,,,
245,2,P_CLASS,D,G,STRING,,,
246,0,SAFE_REPLACE,O,G,STRING,,,
246,1,STR,I,G,STRING,,,
246,2,STR1,D,G,STRING,,,
246,3,STR2,D,G,STRING,,,
247,0,RESOURCE_BUSY,O,G,EXCEPTION,-54,,
248,0,GET_DEBUG_TEXT,O,G,STRING,32000,,
248,1,DEBUG_DIR,D,G,STRING,,,
249,1,P_OBJECT_ID,I,R,OBJECT,,,
249,2,P_INFO,D,G,STRING,,,
249,3,P_CLASS,D,G,STRING,,,
250,1,MSG,I,G,STRING,,,
250,2,DLEVEL,D,G,INTEGER,,,
250,3,P_PUT_TIME,D,G,BOOLEAN,,,
251,1,MSG,I,G,STRING,,,
251,2,DLEVEL,D,G,INTEGER,,,
251,3,P_PUT_TIME,D,G,BOOLEAN,,,
251,4,P_CODE,D,G,STRING,,,
252,0,DEBUGBUFFERSIZE,D,G,INTEGER,,,
253,0,LOCATE_OBJECT,O,R,OBJECT,,,
253,1,P_CLASS_ID,I,G,STRING,,,
253,2,P_QUAL1,I,G,STRING,,,
253,3,P_VALUE1,I,G,STRING,,,
253,4,P_QUAL2,D,G,STRING,,,
253,5,P_VALUE2,D,G,STRING,,,
253,6,P_QUAL3,D,G,STRING,,,
253,7,P_VALUE3,D,G,STRING,,,
253,8,P_EXACT,D,G,BOOLEAN,,,
254,0,CONSTRUCTOR,O,R,OBJECT,,,
254,1,P_CLASS_ID,I,G,STRING,,,
254,2,P_PARENT,D,G,STRING,,,
254,3,P_COLLECT,D,D,COLLECTION,,,
255,1,P_OBJ_ID,I,R,OBJECT,,,
255,2,P_PARENT,D,G,STRING,,,
255,3,P_CLASS,D,G,STRING,,,
256,1,P_CLASS_ID,I,G,STRING,,,
256,2,P_PARENT,I,G,STRING,,,
257,0,GET_VALUE,O,G,STRING,2000,,
257,1,OBJ_ID_,I,R,OBJECT,,,
257,2,QUAL_,I,G,STRING,,,
257,3,CLASS_,D,G,STRING,,,
257,4,TARGET_,D,G,BOOLEAN,,,
258,1,OBJ_ID_,I,R,OBJECT,,,
258,2,QUAL_,I,G,STRING,,,
258,3,VALUE_,I,G,STRING,2000,,
258,4,CLASS_,D,G,STRING,,,
259,1,P_CHANGE,D,G,BOOLEAN,,,
259,2,P_STACK_IDX,D,G,INTEGER,,,
260,0,GET_OBJECT,O,D,OBJECT,,,
260,1,P_OBJECT_ID,I,R,OBJECT,,,
260,2,P_INFO,D,G,STRING,,,
260,3,P_LOCK,D,G,BOOLEAN,,,
260,4,P_CLASS,D,G,STRING,,,
261,0,EXECUTE_SQL,O,G,NUMBER,,,
261,1,P_SQL_BLOCK,I,G,STRING,,,
261,2,P_VAR1,D,G,STRING,,,
261,3,P_VALUE1,D,G,STRING,,,
261,4,P_VAR2,D,G,STRING,,,
261,5,P_VALUE2,D,G,STRING,,,
261,6,P_VAR3,D,G,STRING,,,
261,7,P_VALUE3,D,G,STRING,,,
261,8,P_VAR4,D,G,STRING,,,
261,9,P_VALUE4,D,G,STRING,,,
261,10,P_VAR5,D,G,STRING,,,
261,11,P_VALUE5,D,G,STRING,,,
262,0,EXEC_SQL_OUT,O,G,NUMBER,,,
262,1,P_SQL_BLOCK,I,G,STRING,,,
262,2,P_VAR,I,G,STRING,,,
262,3,P_VALUE,B,G,STRING,,,
262,4,P_VAR1,D,G,STRING,,,
262,5,P_VALUE1,D,G,STRING,,,
262,6,P_VAR2,D,G,STRING,,,
262,7,P_VALUE2,D,G,STRING,,,
262,8,P_VAR3,D,G,STRING,,,
262,9,P_VALUE3,D,G,STRING,,,
262,10,P_VAR4,D,G,STRING,,,
262,11,P_VALUE4,D,G,STRING,,,
263,1,P_CLASS_ID,I,G,STRING,,,
263,2,P_OBJECT_ID,I,R,OBJECT,,,
263,3,P_METHOD_NAME,I,G,STRING,,,
263,4,P_METHOD_ID,O,G,STRING,,,
264,1,ID,O,G,NUMBER,,,
264,2,USER_ID,O,G,INTEGER,,,
264,3,USER_SID,O,G,INTEGER,,,
264,4,TIME,O,G,DATE,,,
264,5,OBJECT,O,G,STRING,128,,
264,6,SUBJECT,O,G,STRING,16,,
264,7,INFO,O,G,STRING,256,,
264,8,EINFO,O,G,STRING,512,,
265,1,ID,O,G,INTEGER,,,
265,2,INSTANCE,O,G,INTEGER,,,
265,3,SID,O,G,INTEGER,,,
265,4,USERID,O,G,INTEGER,,,
265,5,LOGONTIME,O,G,DATE,,,
265,6,SES_ID,O,G,STRING,20,,
265,7,OS_USER,O,G,STRING,30,,
265,8,ORA_USER,O,G,STRING,30,,
265,9,USERNAME,O,G,STRING,64,,
265,10,INFO,O,G,STRING,128,,
266,0,REFERENCE_TABLE,O,R,OBJECT,,,
268,0,RANDOM,O,G,NUMBER,,,
268,1,P_BASE,D,G,NUMBER,,,
269,0,COLLECTION_PARENT,O,R,OBJECT,,,
269,1,P_COLLECT,I,D,COLLECTION,,,
269,2,P_CLASS,D,G,STRING,,,
270,0,CLASS_PARENT,O,G,STRING,,,
270,1,P_CLASS_ID,I,G,STRING,,,
271,0,CLASS_ENTITY,O,G,STRING,,,
271,1,P_CLASS_ID,I,G,STRING,,,
272,0,COLLECTION_CLASS,O,G,STRING,,,
272,1,P_COLLECT,I,D,COLLECTION,,,
272,2,P_CLASS,D,G,STRING,,,
273,0,OBJECT_PARENT_CLASS,O,G,STRING,,,
273,1,P_OBJECT_ID,I,R,OBJECT,,,
273,2,P_CLASS,D,G,STRING,,,
274,0,INVALID_PACKAGE_STATE,O,G,EXCEPTION,-6508,,
275,0,GETDATE,O,G,DATE,,,
276,0,INTEGER_TABLE,O,G,INTEGER,,,
277,0,BULK_ROWCOUNT,O,T,10,,,
278,0,BULK_EXCEPTIONS,O,T,9,,,
279,0,RESOURCE_WAIT,O,G,EXCEPTION,-30006,,
